siteName,regex,matchName
Seacroft,Golf (Course|Club),Golf Course
Seacroft,\bSeacroft\b,Seacroft
Searby cum Owmby,^(?!.*Spital).*\bOwmby\b,Owmby
Searby cum Owmby,\bSearby\b,Searby cum Owmby
Sedgebrook,\bSedgebrook\b,Sedgebrook
Sempringham,Hundred Fen,Hundred Fen
Sempringham,\bSempringham\b,Sempringham
Short Ferry,Short Ferry,Short Ferry
Sibsey,Boston Golf (Club|Course),Boston Golf Club
Sibsey,\bCowbridge\b,Cowbridge
Sibsey,High Ferry,High Ferry
Sibsey,Hill Dyke,Hill Dyke
Sibsey,\bSibsey\b,Sibsey
Silk Willoughby,Silk Willoughby,Silk Willoughby
Sixhills,\bSixhills\b,Sixhills
Skegness,North Parade,North Parade
Skegness,\bSeathorne\b,Seathorne
Skegness,\bSkegness\b,Skegness
Skeldyke,\bSkeldyke\b,Skeldyke
Skellingthorpe,Old \bWood\b,Skellingthorpe Old Wood
Skellingthorpe,Old Hag Wood,Old Hag Wood
Skellingthorpe,\bSkell?ingthorpe\b,Skellingthorpe
Skendleby,\bSkendleby\b,Skendleby
Skidbrooke,\bSkidbrooke\b,Skidbrooke
Skillington,\bSkillington\b,Skillington Lincs
Sleaford,Boiling Wells,Boiling Wells R Slea
Sleaford,Cogglesford Mill|River Slea,Cogglesford Mill R Slea
Sleaford,\bGreylees\b,Greylees
Sleaford,\bHoldingham\b,Holdingham
Sleaford,Lollycock'?s,Lollycock's Field
Sleaford,Mareham Pastures,Mareham Pastures
Sleaford,Old Slea Sluice,Old Slea Sluice
Sleaford,\bQuarrington\b,Quarrington
Sleaford,^(?!.*(Asgarby|Newton)).*Sleaford,Sleaford
Sleaford,Sumner'?s Plantation,Sumner's Plantation
Sloothby,\bSloothby\b,Sloothby
Snarford,\bSnarford\b,Snarford
Snelland,\bReasby\b,Reasby
Snelland,\bSnelland\b,Snelland
Snitterby,\bSnitterby\b,Snitterby
Somerby,Bass Wood,Bass Wood
Somerby,^(?!.*\bOld\b).*Somerby,Somerby
Somersby,\bSomersby\b,Somersby
Sotby,\bSotby\b,Sotby
South Carlton,South Carlton,South Carlton
South Cockerington,\bHowdales\b,Howdales
South Cockerington,Scupholme Pit,Scupholme Pit
South Cockerington,South Cockerington,South Cockerington
South Elkington,South Elkington,South Elkington
South Ferriby,Ferriby Sluice,Ferriby Sluice
South Ferriby,South Ferriby,South Ferriby
South Hykeham,S(outh)? Hykeham,South Hykeham
South Kelsey,South Kelsey,South Kelsey
South Kyme,Halfpenny Toll,Halfpenny Toll R Slea
South Kyme,South Kyme,South Kyme
South Ormsby,Snake Holt,Snake Holt
South Ormsby,South Orme?sby,South Ormesby
South Rauceby,Beck Plantation,Beck Plantation R Slea
South Rauceby,Rauceby Warren,
South Rauceby,South Rauceby,South Rauceby
South Reston,South Reston,South Reston
South Somercotes,South Somercotes,South Somercotes
South Thoresby,South Thoresby,South Thoresby
South Willingham,Belmont,Belmont Transmitter
South Willingham,South Willingham,South Willingham
South Witham,South Witham,South Witham
Southrey,\bSouthrey\b,Southrey
Spalding,Arnold'?s Meadow,Arnold's Meadow LWT
Spalding,Coronation Channel,Coronation Channel  Spalding
Spalding,Low Fulney,Low Fulney
Spalding,Patterson'?s Pit,Patterson's Pit
Spalding,\bSpalding\b,Spalding
Spalding,Four Mile Bar,Spalding - Four Mile Bar
Spalding,Mill Green,Spalding - Mill Green
Spalding,Vernatt'?s Drain,Vernatt's Drain NR
Spilsby,Woodlands Pit,Woodlands Pit Spilsby
Spilsby,^(?!.*(Gunby|Langton|Raithby)).*Spilsby,Spilsby
Spridlington,\bSpridlington\b,Spridlington
Springthorpe,\bSpringthorpe\b,Springthorpe
Stainby,\bStainby\b,Stainby
Stainfield (Bardney),Foxhall Wood,Foxhall Wood
Stainfield (Bardney),^(?!.*Bourne).*Stainfield,Stainfield Bardney
Stainfield (Bourne),^(?!.*Bardney).*Stainfield,Stainfield Bourne
Stainton by Langworth,Stainton by Langworth,Stainton by Langworth
Stainton le Vale,Stainton(\-|\s)l(e|a)(\-|\s)Vale,Stainton le Vale
Cress Marsh,Cress\s?Marsh,Cress Marsh
Stallingborough,Little London,Little London
Stallingborough,\bStallingborough\b,Stallingborough
Stamford,\bStamford\b,Stamford
Stapleford,\bStapleford\b,Stapleford
Stenigot,\bStenigot\b,Stenigot
Stenwith,\bStenwith\b,Stenwith
Stewton,\bStewton\b,Stewton
Stickford,\bStickford\b,Stickford
Stickney,\bStickney\b,Stickney
Stixwould,Bracken Wood,Bracken Wood
Stixwould,Halstead Wood,Halstead Wood
Stixwould,River Witham,River Witham (KDR)
Stixwould,\bStixwould\b,Stixwould
Stoke Rochford,Stoke Rochford,Stoke Rochford
Stow,^(?!.*(Sturton|Willingham)).*\bStow\b,Stow Saxilby
Stragglethorpe,\bStragglethorpe\b,Stragglethorpe
Stroxton,\bStroxton\b,Stroxton
Strubby (Maltby),\bStrubby\b,Strubby
Stubton,\bStubton\b,Stubton
Sturton by Stow,Sturton by Stow,Sturton by Stow
Sudbrooke,\bSudbrooke\b,Sudbrooke
Surfleet,\bSurfleet\b,Surfleet
Susworth,\bSusworth\b,Susworth
Sutterby,\bSutterby\b,Sutterby
Sutterton,\bSutterton\b,Sutterton
Sutterton,Willow Farm,Willow Farm Sutterton
Sutton Bridge,Sutton Bridge,Sutton Bridge
Sutton on Sea,Sutton(-|\s)on(-|\s)Sea,Sutton - on - Sea beach
Sutton on Sea,Sutton (Ings|Brick Pit),Sutton Ings/Brick Pit
Sutton St Edmund,Sutton St\.? Edmund,Sutton St Edmund
Sutton St Edmund,\bThrockenholt\b,Throckenholt
Sutton St James,Sutton St\.? James,Sutton St James
Swaby,\bSwaby\b,Swaby
Swallow,\bSwallow\b,Swallow
Swarby,\bSwarby\b,Swarby
Swaton,\bSwaton\b,Swaton
Swayfield,\bSwayfield\b,Swayfield
Swinderby,^(?!.*Morton).*Swinderby,Swinderby
Swineshead,\bDrayton\b,Drayton
Swineshead,\bSwineshead\b,Swineshead
Swinethorpe,\bSwinethorpe\b,Swinethorpe
Swinhope,\bSwinhope\b,Swinhope
Swinstead,\bSwinstead\b,Swinstead
Syston,\bSyston\b,Syston
Tallington,\bTallington\b,Tallington village
Tathwell,\bDovendale\b,Dovendale
Tathwell,Jenny Woods?,Jenny Wood
Tathwell,\bTathwell\b,Tathwell
Tattershall,\bTattershall\b(?!(\sThorpe)),Tattershall NOT Thorpe
Tattershall Thorpe,(Carr|Thorpe|Tattershall) Woods?,Carr/Thorpe/Tattershall Woods
Tattershall Thorpe,Tattershall Carr,Tattershall Carr/Wood
Tattershall Thorpe,Tattershall Thorpe,Tattershall Thorpe
Tattershall Thorpe,(?=.*(Woodhall( Spa)?))(?=.*(RAF|Airfield)),Woodhall Spa Airfield
Tealby,Bully Hill,Bully Hill
Tealby,\bTealby\b,Tealby
Temple Bruer,Temple Bruer,Temple Bruer
Temple Wood,Telecom mast,Telecom mast
Temple Wood,Temple Woods?,Temple Wood
Terrington Lincs,Nene Mouth,Nene Mouth
Terrington Lincs,Terrington Lincs,Terrington Lincs WeBS
Terrington Lincs,Wash Viewpoint,The Wash Viewpoint
Tetford,\bTetford\b,Tetford
Tetney,Louth Canal,"Louth Canal, Tetney"
Tetney,^(?!.*Marsh(es)?).*\bTetney\b,Tetney
Horse Shoe Point,Tetney Marsh(es)?,Tetney Marshes
Thealby,\bThealby\b,Thealby
Theddlethorpe All Saints,Theddlethorpe All Saints,Theddlethorpe All Saints
Theddlethorpe St Helen,Theddlethorpe St\.? Helens?,Theddlethorpe St Helens
Thimbleby,\bThimbleby\b,Thimbleby
Thonock,\bThonock\b,Thonock
Thoresway,\bThoresway\b,Thoresway
Thorganby,\bThorganby\b,Thorganby
Thornton (Horncastle),^(?!.*(Fen|Lincoln)).*Martin,Martin
Thornton (Horncastle),^(?!.*(Abbey|Curtis|le Moor)).*Thornton,Thornton - Horncastle
Thornton Abbey,Thornton Abbey,Thornton Abbey
Thornton Curtis,Thornton Curtis,Thornton Curtis
Thornton le Moor,Thornton Ca,Thornton Carrs
Thornton le Moor,Thornton le Moor,Thornton le Moor
Thorpe,^\bThorpe\b$,Thorpe
Thorpe Culvert,Thorpe Culvert,Thorpe Culvert
Thorpe Fendykes,The Deeps,The Deeps
Thorpe Fendykes,Thorpe Fen,Thorpe Fendykes (Thorpe Fen)
Thorpe le Fallows,Thorpe in the Fallows,Thorpe in the Fallows
Thorpe le Fallows,Thorpe le Fallows,Thorpe le Fallows
Thorpe on the Hill,Thorpe(-|\s)on(-|\s)the(-|\s)Hill,Thorpe - on - the - Hill
Thorpe on the Hill,Thorpe Lane Pits,Thorpe Lane Pits
Thorpe on the Hill,Thorpe Tip,Thorpe Tip
Thorpe on the Hill,Tunman Woods?,Tunman Wood
Thorpe St Peter,Thorpe St Peter,Thorpe St Peter
Thorpe Tilney,Thorpe Tilney,Thorpe Tilney
Threekingham,Highfields,Highfields Holiday Park
Threekingham,\bSpanby\b,Spanby
Threekingham,\bThreekingham\b,Threekingham
Thurlby (Alford),^(?!.*(Fen|Bourne)).*\bThurlby\b,Thurlby Alford
Thurlby (Bourne),Dole Woods?,Dole Wood
Thurlby (Bourne),^(?!.*Gainsborough).*Northorpe,Northorpe Bourne
Thurlby (Bourne),Swallow Hill,Swallow Hill (Road)
Thurlby (Bourne),^(?!.*Alford).*\bThurlby\b,Thurlby Bourne
Timberland,\bTimberland\b,Timberland
Toft,^(?!.*(Newton|Reservoir)).*\bToft\b,Toft
Toft Newton,Newton by Toft,Newton by Toft
Toft Newton,Toft Newton,Toft Newton Reservoir
Toft Newton,Toft(\s|-)+next(\s|-)+Newton,Toft next Newton
Tongue End,Counter Drain,Counter Drain Drove
Tongue End,Tongue End,Tongue End
Torksey,\bTorksey\b,Torksey
Tothill,\bTothill\b,Tothill
Toynton All Saints,Toynton All Saints,Toynton All Saints
Toynton All Saints,Toynton Fen Side,Toynton Fen Side
Toynton St Peter,Toynton St Peter,Toynton St Peter
Trusthorpe,^(?!.*Springs).*Trust+horpe,Trusthorpe
Tumby,Toft Hill,Toft Hill
Tumby,^(?!.*Woodside)\bTumby\b,Tumby
Tupholme,Knowles Wood,Knowles Wood
Tupholme,New Park Wood,New Park Wood
Tupholme,North Spring Wood,North Spring Wood
Tupholme,Tupholme,Tupholme Parish
Twenty,\bTwenty\b,Twenty
Tydd Gote,Foul Anchor,Foul Anchor
Tydd Gote,Tydd Gote,Tydd Gote
Tydd St Mary,Tydd St Mary,Tydd St Mary
Uffington,\bUffington\b,Uffington
Ulceby (Alford),^(?!.*Killingholme).*\bUlceby\b,Ulceby - Alford
Ulceby (Killingholme),^(?!.*Alford).*\bUlceby\b,Ulceby Killingholme
Upton,\bUpton\b,Upton
Usselby,\bUsselby\b,Usselby
Utterby,\bUtterby\b,Utterby
Waddingham,Brandy Wharf,Brandy Wharf
Waddingham,\bWaddingham\b,Waddingham
Waddington,\bLakeside\b,Lakeside NR
Waddington,\bWaddington\b,Waddington
Waddingworth,\bWaddingworth\b,Waddingworth
Wainfleet,Havenhouse Station,Havenhouse Station
Wainfleet,New England,New England
Wainfleet,Pool Decoy Woods?,Pool Decoy Wood
Wainfleet,\bWainfleet\b,Wainfleet
Waithe,\bWaithe\b,Waithe
Walcot (Alkborough),^(?!.*Folkingham).*\bWalcot\b,Walcot
Walcot near Folkingham,^(?!.*Alkborough).*\bWalcot\b,Walcot near Folkingham
Walcott,^(?!.*(Alkborough|Folkingham)).*\bWalcott?\b,Walcott
Walesby,Willingham Forest,Willingham Forest
Walesby,\bWalesby\b,Walesby
Walkerith,\bWalkerith\b,Walkerith
Walmsgate,\bWalmsgate\b,Walmsgate
Waltham,^(?!.*\bNew\b).*\bWaltham\b,Waltham
Washingborough,\bAlabala\b,Alaba Lane/Wood
Washingborough,Cliff (Lane|Farm),Cliff Farm
Washingborough,Middle Fen Lane,Middle Fen Lane
Washingborough,\bWashingborough\b,Washingborough
Welbourn,Mill Farm,Mill Farm
Welbourn,\bWelbourn\b,Welbourn
Welby,\bWelby\b,Welby
Well Vale,Fordington Woods?,Fordington Wood
Well Vale,\bWell\b,Well Vale
Welland Marsh,^(?=.*\bWash\b)(?=.*\bWelland\b),Wash@Welland
Welland Marsh,\bWelland\b,Welland Marsh
Wellingore,\bWellingore\b,Wellingore
Welton (Lincoln),^(?!.*(le (marsh|Wold)))\bWelton\b,Welton by Lincoln
Welton le Marsh,Welton High Wood,Welton High Wood
Welton le Marsh,Welton Hill,Welton Hill
Welton le Marsh,Welton le Marsh,Welton le Marsh
Welton le Marsh,Low Wood,Welton Low Wood
Welton le Wold,Welton Le Wold,Welton le Wold
West Ashby,Shear?man'?s Wath,Shearman's Wath
West Ashby,West Ashby,West Ashby
West Barkwith,West Barkwith,West Barkwith
West Butterwick,Butterwick(?=.*(Common|Hale)),Butterwick Common/Hale
West Butterwick,West Butterwick,West Butterwick
West Deeping,Greatford Cut,Greatford Cut
West Deeping,Mole?s?c?ey,Molecey Estate
West Deeping,West Deeping,West Deeping
West Fen,West Fen,West Fen
West Firsby,West Firsby,West Firsby
West Halton,West Halton,West Halton
West Keal,West Keal,West Keal
West Rasen,West Rasen,West Rasen
West Ravendale,West Ravendale,West Ravendale
West Torrington,West Torrington,West Torrington
Westborough,\bWestborough\b,Westborough
Weston,Spalding Marsh,Spalding Marsh
Weston,^(?!.*\bHills\b).*\bWeston\b,Weston
Weston,Wragg Marsh,Wragg Marsh
Weston Hills,Weston Fen,Weston Fen
Weston Hills,Weston Hills,Weston Hills
Weston Hills,Weston Marsh,Weston Marsh
Westwoodside,Cove Farms?,Cove Farm
Westwoodside,\bLangholme\b,Langholme
Westwoodside,\bWestwoodside\b,Westwoodside
Whaplode,Saracen'?s Head,Saracen's Head
Whaplode,Shepeau Stow,Shepeau Stow
Whaplode,\bWhaplode\b,Whaplode
Whisby,Cinder Plot,Cinder Plot Doddington Woods
Whisby,Scotland Farm,Scotland Farm
Whisby,\bWhisby\b,Whisby
Whisby,Willow Lake,Willow Lake
Whitton,\bWhitton\b,Whitton
Wickenby,\bWickenby\b,Wickenby
Wigtoft,\bHoffleet Stow\b,Hoffleet Stow
Wigtoft,\bWigtoft\b,Wigtoft
Wildmore,Haven Bank,Haven Bank (Road)
Wildmore,\bWildmore\b,Wildmore Fen
Wildsworth,\bWildsworth\b,Wildsworth
Willingham by Stow,Willingham by Stow,Willingham by Stow
Willingham Woods,Dog Kennel Wood,Dog Kennel Wood
Willingham Woods,Hamilton Hills?,Hamilton Hill
Willingham Woods,Legsby Woods?,Legsby Wood
Willingham Woods,Linwood Warren,Linwood Warren
Willingham Woods,(Golf|Race) (Course|Club),Market Rasen Golf/Race
Willingham Woods,Rasen Plantation,Rasen Plantation
Willingham Woods,Warren Wood,Warren Wood
Willingham Woods,Willingham Woods,Willingham Woods
Willoughby,^(?!.*(Heath|Scott))\bWilloughby\b,Willoughby
Willoughby Heath,Willoughby Heath,Willoughby Heath
Willoughton,\bWilloughton\b,Willoughton
Willow Tree Fen,Willow\s?Tree Fen,Willow Tree Fen
Wilsford,Golf Club,Sleaford Golf Club
Wilsford,\bWilsford\b,Wilsford
Wilsthorpe,\bWilsthorpe\b,Wilsthorpe
Winceby,^(?!.*Sleaford).*Asgarby,Asgarby - Spilsby
Winceby,\bLusby\b,Lusby by Spilsby
Winceby,Snipe Dales,Snipe Dales
Winceby,\bWinceby\b,Winceby
Wingland Marsh,Boston Deeps,Boston Deeps
Wingland Marsh,Cuckoo Cottage,Cuckoo Cottage
Wingland Marsh,Roaring Middle,Roaring Middle The Wash
Wingland Marsh,Scot'?s Lighthouse,Scot's Lighthouse
Wingland Marsh,Wingland Marsh,Wingland Marsh
Winteringham,Pudding Pie Sand,Pudding Pie Sand
Winteringham,\bWinteringham\b,Winteringham
Winterton,\bWinterton\b,Winterton Village
Winthorpe,\bWinthorpe\b,Winthorpe
Wispington,\bWispington\b,Wispington
Witham,Cut End,Cut End
Witham,Tabs Head,Tabs Head
Witham,^(?!.*Crowland)\bWash\b,Wash
Witham,^(?!.*(St Hughs|River|North|South|on the hill)).*\bWitham\b,Witham
Witham on the Hill,Witham on the Hill,Witham on the Hill
Witham St Hughs,Witham St Hughs,Witham St Hughs
Withcall,\bWithcall\b,Withcall
Withern,\bWithern\b,Withern
Wold Newton,Wold Newton,Wold Newton
Wood Enderby,Wilksby,Wilksby
Wood Enderby,Wood Enderby,Wood Enderby
Woodhall Spa,(Tattershall|Woodhall)\sPits?,Tattershall/Woodhall Pits
Woodhall Spa,Woodhall Country Park,Woodhall Country Park
Woodhall Spa,(?<!RAF\s)(Woodhall Spa)(?!\sAirfield),Woodhall Spa NOT Airfield
Woodnook,\bWoodnook\b,Woodnook
Woolsthorpe by Belvoir,^(?!.*Colsterworth).*\bWoolsthorpe\b,Woolsthorpe by Belvoir
Woolsthorpe by Colsterworth,^(?!.*Belvoir).*\bWoolsthorpe\b,Woolsthorpe by Colsterworth
Wootton,\bWoot+on\b,Wootton
Worlaby (Brigg),\bWorlaby\b,Worlaby Brigg
Wragby,^(?!.*Langton)>*\bWragby\b,Wragby
Wrangle,\bWrangle\b,Wrangle
Wrawby,\bWrawby\b,Wrawby
Wroot,Hatf(ie|ei)ld Moors,Hatfield Moors
Wroot,\bAlderfen\b,Alderfen
Wroot,Tunnel Pits,Tunnel Pits
Wroot,\bWroot\b,Wroot
Wyberton,Great Fen,Great Fen
Wyberton,Slippery Gowt Pits,Slippery Gowt Pits
Wyberton,Westgate Wood,Westgate Wood
Wyberton,\bWyberton\b,Wyberton
Wyham,\bWyham\b,Wyham
Wyville,\bHungerton\b,Hungerton
Wyville,\bWyville\b,Wyville
Yarburgh,Austen Fen,Austen Fen
Yarburgh,\bYarburgh\b,Yarburgh
Baston Fen,Baston Fen,
Anderby Marsh with Wolla Bank and Pit,Anderby Marsh,
Pyewipe,Novartis,
Grange de Lings,Grange(\s|-)De(\s|-)Lings,
Kingston upon Hull,Hull,
Norfolk,Norfolk,
North Northamptonshire,North Northamptonshire,
Middlemarsh Farm,Burgh Marsh - zone 1,
Grainthorpe,Austen Fen,Austen Fen
Billingborough,Birthorpe,Birthorpe
Tetney,Blow Wells,Tetney Blow Wells
Killingholme,Burk(u|i)nshaw'?s Covert,Burkunshaws Covet
Chapel St Leonards,Chapel Nature Area,North Sea Observatory
Saltfleetby St Clement,Elm\s?House Farm,Elm House Farm
Frampton Marsh,Farmpton Marsh,Frampton Marsh
Little Ponton,Saltersford (S(ewage)?|W(ater)?)\s?T(reatment)?\s?W(orks)?,Saltersford STW
Ulceby (Alford),Fordington,Fordington with Ulceby
Welland Marsh,Lawyers Creek,Lawyers Creek
Grimsby,Nunsthorpe,Nunsthorpe
Cowbit,Peak Hill,Peak Hill
Rutland,Quarry Farm,Quarry Farm
Raithby by Spilsby,^(?!.*Maltby).*Raithby,Raithby by Spilsby
Raithby cum Maltby,^(?!.*Spilsby).*Raithby,Raithby cum Maltby
Susworth,Scotter Wood,Scotter Wood
Beckingham,^(?!.*(Little|Long|Bridge|St|Sea)).*Sutton,Sutton
Killingholme,Sinks Covert,Sinks Covert
Temple Bruer,Temple.*Farm,Temple High Grange Farm
Tattershall Thorpe,Woodhall Spa.*(N(ature)?\s?R(eserve)?|LWT),Woodhall Spa LNR
Walesby,Poplars?,The Poplars
Little Ponton,Whalebone Lane,Whalebone Lane
Little Ponton,Whalebone Lane,Whalebone Lane
Freiston,Freiston Shore,Freiston Shore
Boothby Pagnell,^(?!.*Graffoe).*Boothby,Boothby Pagnell
Chapel St Leonards,(Chapel|North Sea) Observatory,North Sea Observatory
Welton le Marsh,Welton Quarry,Welton Quarry
East Riding of Yorkshire,Redcliff middle sands?,Redcliff middle sand
Holton le Clay,Holton Grange,Holton Grange
Belton and Westgate,^(?!.*(Grantham|Park|Tower|Golf)).*Belton,Belton
Anderby Marsh with Wolla Bank and Pit,Bank Farm,Bank Farm
Deeping Lakes,Deeping N(ature)?\s?R(eserve),Deeping NR
West Rasen,Toft Lane,Toft Lane
Rutland,Northfields Farm,Northfields Farm
Horncastle,Banovallum House,Banovallum House
Tathwell,Maltby Wood,Maltby Wood
Haltham,Red Roofs,Red Roofs (House)
Horsington,Poolham,Poolham Ings/Farm
Washingborough,Branston Fields,Branston Fields
Old Woodhall,Poolham Lane,Poolham Lane
Old Woodhall,Poolham Lane,Poolham Lane
Sibsey,Trader,Trader Bank
Barton upon Humber,sailing pits?,sailing pit
Willow Tree Fen,Willow,Willow Tree Fen
Ingleby,Sykes,Sykes (Lane/Farm/Junction)
Wyham,Cadeby,Cadeby
Dawsmere,RAF Holbeach,RAF Holbeach Range
Thorpe St Peter,Lymn Bank,Lymn Bank
North Somercotes,Lakeside (Park|Lido),Lakeside Park/Lido
Martin (Lincoln),Westmoor Farm,Westmoor Farm
Scampton,Till\s?Bridge Farm,Till Bridge Farm
West Ashby,Far\s?Thorpe,Far Thorpe
Frampton Marsh,Frampton Roads?,Frampton Roads
Deeping St James,Chestnut Farm,Chestnut Farm
Thorpe,Trusthorpe Springs,Trusthorpe Springs Caravan Park
Walcot near Folkingham,Great Gorse,Great Gorse Wood
Gosberton,Westhorpe,Westhorpe Road/farm
Normanby (Scunthorpe),Bagmoor (Lane|Farm),Bagmoor Lane/Farm
Langworth,Barlings( wood) Park,Barlings Park
Kates Bridge,Cressland,Cressland Campsite
Spalding,Springfield,Springfields Shopping Centre
Belton and Westgate,Woodhouse,Woodhouse
Newball,Woodside Wildlife Park,Woodside Wildlife Park
Temple Bruer,Gorse Hill Lane,Gorse Hill Lane
South Elkington,Acthorpe Top,Acthorpe Top
Hubberts Bridge,Orchard.*Park,Orchard Holiday Park
West Ashby,Midthorpe,Midthorpe
Long Sutton,The Shrubberies,The Shrubberies LWT NR
Strubby (Maltby),Woodthorpe,Woodthorpe House Farm
Waltham,RAF Grimsby,RAF Grimsby
Martin (Lincoln),RAF Metheringham,RAF Metheringham
Stickford,Hagnaby Fen,Hagnaby Fen NR
Hagworthingham,Furze Hill,Furze Hill LWT NR
Cambridgeshire,Cambridgeshire,Cambridgeshire
Doncaster,Doncaster,Doncaster
East Riding of Yorkshire,East Riding of Yorkshire,East Riding of Yorkshire
Leicestershire,Leicestershire,Leicestershire
Nottinghamshire,Nottinghamshire,Nottinghamshire
Peterborough,Peterborough,Peterborough
S-T Dunes NNR,S-T Dunes,Saltfleetby-Threddlethorpe Dunes NNR
North Sea,North Sea,North Sea outside  UK limit opp Lincs
Cradge Bank and Cowbit Washes,Cowbit Wash,Cowbit Washes
Deeping High Bank and Crowland Washlands,Crowland Wash,Crowland Washlands
